Country,Year,Total Agri Production,GDP(1000 USD),GDP per capita,Country_Code,No of frost days,Precipitation,Avg temperature,"Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary to tertiary, female (%)","Gross enrolment ratio, primary to tertiary, male (%)",Area,Population,Fertilizer Use Per Capita,Credit to Agriculture,FDI inflows to Agriculture,Agriculture share of Government Expenditure,Water Use Efficiency,Gini coefficient,Agri_Prod_Per_Capita
Ireland,2002.0,4771631.0,127991478.7,32866.717793,IRL,0.67,107.01,10.11,93.01402,96.53079,89.65105,4373.0,3894258.0,153.52999999999997,3380230821.0,,2.48,0.05,0.3229025635496046,1225.2991455625179
Ireland,2003.0,6047715.0,164301151.7,41503.762392,IRL,1.62,78.94,10.18,94.57581,98.31519,90.98758,4370.0,3958705.0,159.38,3380230821.0,,2.14,0.03,0.3288762275619803,1527.7003464516806
Ireland,2004.0,6866309.0,194024189.0,48121.627628,IRL,1.4,86.23,10.07,97.27991,98.51974,96.08909,4305.0,4031954.0,139.4,3987012100.0,,1.94,0.02,0.3360963782153348,1702.9730497917387
Ireland,2005.0,6297601.0,211792723.7,51390.833118,IRL,1.27,85.85,10.26,97.3893,98.98437,95.86016,4302.0,4121216.0000000005,131.59,4362532955.0,,1.88,0.0,0.3375401111290208,1528.0929220890143
Ireland,2006.0,6309933.0,231974370.5,54778.039537,IRL,1.51,96.8,10.32,96.76457,98.10862,95.47824,4260.0,4234806.0,117.57999999999998,5207360893.0,,1.65,0.0,0.3272795513640367,1490.0170161277754
Ireland,2007.0,8030029.0,269722531.4,61865.32134,IRL,0.82,90.0,10.51,97.56185,98.74918,96.42052,4276.0,4359834.0,103.95,6213751689.0,,1.81,0.0,0.3194677162297638,1841.8198949776527
Ireland,2008.0,8486713.0,274337074.29999995,61615.660593,IRL,1.51,101.46,9.77,95.68293,96.18808,95.19462,4629.0,4452392.0,93.5,7571688121.0,,2.87,0.0,0.3090621834807562,1906.101933522475
Ireland,2009.0,6315306.0,235495279.2,52334.703293,IRL,2.04,112.22,9.74,97.58608,98.25657,96.93606,4593.92,4499792.0,115.53,6505581992.0,,1.3,0.0,0.3268254837009157,1403.4662046601266
Ireland,2010.0,7149186.0,221697260.0,48998.363386,IRL,5.12,76.93,8.76,101.27045,101.72135,100.83384,4568.0,4524585.0,103.32999999999998,5963883327.0,,0.79,0.0,0.3229709527156235,1580.075520738366
Ireland,2011.0,9288212.0,238690370.5,52522.899764,IRL,1.71,94.18,9.98,102.71897,102.81438,102.62743,4555.0,4544501.0,100.6,5921969675.0,,0.96,0.0,0.3287469363129338,2043.8353957893285
Ireland,2012.0,8607863.0,225641605.79999998,49433.483213,IRL,0.89,95.81,9.72,102.45988,102.53249,102.39031,4533.0,4564550.0,120.39999999999999,5327038530.0,,1.22,0.0,0.3322075173369488,1885.8075823465622
Ireland,2014.0,10232757.0,258826179.6,55996.71747,IRL,0.61,100.12,10.26,103.89861,105.36631,102.49441,4466.0,4622167.0,124.63,4593152209.0,,1.02,0.0,0.3187645250891104,2213.8440692428467
Ireland,2015.0,8125872.0,291657849.8,62510.255521,IRL,1.25,107.41,9.63,106.75962,107.83387,105.73495,4430.0,4665760.0,125.52000000000001,3684319837.0,,1.03,0.0,0.3182153975328732,1741.596653064024
Ireland,2016.0,8020819.0,298888093.70000005,63380.307533,IRL,1.5,86.82,9.93,107.10785,108.05834,106.19928,4461.0,4715788.0,125.81,3562914648.0,,1.04,0.0,0.3280759842839694,1700.8438462458448
Ireland,2017.0,9757553.0,336377500.2,70491.993301,IRL,1.08,89.04,10.25,106.17832,107.10976,105.28655,4489.0,4771854.0,135.54,3872547074.0,,1.07,0.0,0.3135980370255202,2044.8138186960457
Ireland,2018.0,9883045.0,385736680.79999995,79788.214352,IRL,1.76,88.95,10.08,111.63043,115.14352,108.26314,4516.0,4834507.0,146.74,4092007377.0,,1.08,0.0,0.3060292684647587,2044.2715255143903
Israel,1991.0,4540951.0,67316042.38,13618.976886,ISR,0.05,28.79,19.27,79.87293,81.31034,78.50073,578.0,4942812.0,18.94,,-97000.0,0.69,1.24,0.3894766211110493,918.6978990906391
Israel,1993.0,4727455.0,75714467.47,14524.169675,ISR,0.13,14.96,19.35,81.56546,82.93331,80.26059,577.0,5212998.0,18.8,,-97000.0,0.69,1.24,0.3894766211110493,906.8591624243861
Israel,1995.0,5913644.0,100605353.7,18362.883414,ISR,0.02,13.24,19.46,81.68938,,,573.0,5478734.0,18.990000000000002,,-97000.0,0.69,1.24,0.3894766211110493,1079.381477545725
Israel,1996.0,5975489.0,110181706.30000001,19631.505406,ISR,0.02,19.64,19.94,82.18683,,,564.0,5612494.0,21.21,,-97000.0,0.69,1.24,0.3894766211110493,1064.676238406669
Israel,1999.0,4644543.0,117165677.3,19546.873069,ISR,0.03,9.96,20.35,88.56578,90.90081,86.34848,559.0,5994088.0,14.84,,979000.0,0.69,1.24,0.3894766211110493,774.8539894642855
Israel,2000.0,4569363.0,132454518.60000001,21653.658338,ISR,0.07,19.03,19.7,90.18852,92.73655,87.77251,566.0,6116958.0,15.360000000000001,,647416.6666666667,0.69,1.24,0.3894766211110493,746.9992437417422
Israel,2001.0,4862693.0,130817722.8,20971.160673,ISR,0.02,14.26,20.35,91.20442,93.72361,88.81836,561.0,6237982.0,14.33,,315833.3333333334,0.69,1.48,0.3894766211110493,779.5298223047132
Israel,2002.0,4928182.0,121147704.19999999,19058.290875,ISR,0.04,22.9,20.27,93.53191,96.0127,91.17505,563.0,6356693.0,13.82,,-15750.0,0.61,1.57,0.3955942270542948,775.2745020091421
Israel,2003.0,5248209.0,127045577.1,19618.17231,ISR,0.02,20.4,20.11,93.18299,95.13588,91.32327,551.0,6475913.0,14.59,,-347333.33333333326,0.61,1.5,0.4072257099910671,810.4199361541763
Israel,2004.0,5744515.0,135571706.5,20553.668019,ISR,0.05,18.33,19.9,92.72369,95.0272,90.52652,513.5,6595986.0,15.13,,-678916.6666666665,0.46,1.43,0.4145630065727199,870.9107326789353
Israel,2005.0,6513472.0,142656892.7,21247.282996,ISR,0.04,15.6,19.83,92.69628,95.02658,90.47137,514.5,6714124.0,13.559999999999999,,-1010500.0,0.41,1.83,0.4226762253608898,970.1149397896136
Israel,2006.0,6750915.0,154145208.79999998,22561.983537,ISR,0.06,16.51,19.71,92.36081,94.37613,90.43582,508.8,6832077.0,13.530000000000001,,-1342083.333333333,0.43,1.95,0.4155532239062903,988.1204500476209
Israel,2007.0,8357125.0,179162581.2,25771.361318,ISR,0.05,16.27,20.07,93.26319,95.72479,90.91154,518.1,6952003.0,15.179999999999998,,-1673666.6666666665,0.5,2.0,0.4109863358913975,1202.11757676169
Israel,2008.0,10865359.0,216710134.4,30632.477275,ISR,0.21,13.93,20.37,92.40754,94.90159,90.02573,515.6,7074522.0,11.89,,-2005250.0,0.41,2.16,0.4164267940947838,1535.8435523983105
Israel,2009.0,10582166.0,207951499.4,28883.344132,ISR,0.02,17.54,20.49,93.15219,95.77785,90.6466,522.6,7199703.0,8.47,,-2336833.333333333,0.4,2.63,0.4263395048024534,1469.8059072714527
Israel,2010.0,11279677.0,234654671.5,32019.708342,ISR,0.01,14.71,21.83,94.52927,97.26201,91.92466,504.5,7328445.0,8.27,,-2668416.6666666665,0.37,2.15,0.4252702457835088,1539.1637653008243
Israel,2011.0,11816725.0,262293792.6,35161.208856,ISR,0.04,19.4,19.88,94.97292,97.8323,92.25191,517.0,7459749.0,9.98,,-3000000.0,0.37,2.27,0.4144416393744093,1584.064691720861
Israel,2012.0,11414561.0,258417195.79999998,34037.616941,ISR,0.06,21.87,20.53,94.9426,97.98046,92.05437,526.2,7592106.0,10.83,,8000000.0,0.43,1.86,0.4160959640672664,1503.4775594545176
Israel,2013.0,12963289.0,294167323.6,38071.652493,ISR,0.04,19.22,20.37,95.00633,97.98031,92.18181,520.3,7726676.0,10.95,,20000000.0,0.39,1.9,0.4022482473992248,1677.7316662430262
Israel,2014.0,12932589.0,310945073.4,39541.093938,ISR,0.02,16.13,20.48,95.07471,97.98872,92.31026,537.7,7863846.0,10.100000000000001,,38000000.0,0.5,1.81,0.3975748888618402,1644.5628513071085
Israel,2015.0,11617190.0,300078258.6,37473.348862,ISR,0.05,20.81,20.41,95.03067,98.11126,92.11133,533.9,8007778.0,9.04,,19000000.0,0.44,1.86,0.3971952989384989,1450.7382697172675
Israel,2016.0,11885720.0,319024633.5,39100.904718,ISR,0.04,18.58,20.88,94.40283,97.85082,91.13842,552.0,8159009.0,10.15,,-1000000.0,0.38,1.74,0.3901301526892952,1456.7602511530506
Israel,2017.0,12317967.0,355277448.0,42756.825069,ISR,0.05,10.96,20.6,94.53624,97.89966,91.35112,644.0,8309257.0,10.7,,36005000.0,0.38,2.48,0.3820206439128806,1482.4390435871703
Israel,2018.0,13311231.0,373641290.5,44184.005396,ISR,0.01,25.29,21.42,94.13985,97.49071,90.9659,641.3,8456483.0,10.92,,14000000.0,0.36,2.13,0.3857717384665088,1574.0859409283978
Italy,1991.0,118722478.0,1246174808.0,21941.826222,ITA,4.97,75.49,11.9,68.79453,68.30458,69.26349,16054.0,56794489.0,34.980000000000004,,-1919460.0,1.2,0.78,0.3146832586649527,2090.3872909218358
Italy,1992.0,110040864.0,1320193804.0,23229.27712,ITA,4.0,78.07,12.6,69.95507,69.92062,69.98804,15978.0,56833185.0,33.82,,2010756.0000000002,1.2,0.78,0.33503106898628127,1936.2079390764393
Italy,1993.0,82759691.0,1064917987.0,18725.658717,ITA,4.6,75.2,12.56,71.1207,71.66332,70.60147,15910.0,56869454.0,33.480000000000004,,3023522.0,1.2,0.78,0.3553788793076098,1455.2573513366244
Italy,1994.0,82334959.0,1099271683.0,19324.857267,ITA,3.07,71.5,13.49,73.77201,74.73898,72.84706,15702.0,56883819.0,33.27,,22115562.0,1.2,0.78,0.353879757965615,1447.4231942830702
Italy,1995.0,86032866.0,1174698698.0,20650.36646,ITA,4.02,77.07,12.44,74.65466,75.29747,74.04,15333.0,56885126.0,32.03,,6079632.0,1.2,0.78,0.3523806366236202,1512.3965094144294
Italy,1996.0,92063798.0,1312483174.0,23066.904459,ITA,4.05,96.85,12.25,75.66491,76.55893,74.81034,15349.0,56898973.0,32.79,,32132277.000000004,1.2,0.78,0.35712304727028554,1618.022138993616
Italy,1997.0,82235932.0,1241913281.0,21816.35183,ITA,3.23,73.65,13.09,77.91066,79.30822,76.57446,15345.0,56925800.0,30.88,,40825445.0,1.2,0.78,0.36186545791695085,1444.6161845771162
Italy,1998.0,82403864.0,1270086121.0,22306.186712,ITA,4.01,72.96,12.96,79.31991,81.40054,77.33031,15484.0,56938738.0,30.7,,14574171.0,1.2,0.78,0.3666078685636162,1447.2372745598962
Italy,1999.0,82894454.0,1251987376.0,21985.879023,ITA,4.39,82.46,13.03,81.08058,82.78636,79.44972,15799.0,56945068.0,31.33,,25569262.0,1.2,0.78,0.3595679835029954,1455.6915447005877
Italy,2000.0,69765894.0,1143828954.0,20079.011737,ITA,3.53,83.45,13.37,82.14401,83.32749,81.01342,15637.0,56966397.0,30.4,,-17505067.0,1.2,0.78,0.3525280984423746,1224.6850366892609
Italy,2001.0,67743957.0,1167002353.0,20475.524104,ITA,3.69,70.31,13.19,84.54097,86.30996,82.8538,15502.0,56994993.0,24.680000000000003,,170915697.0,1.2,0.83,0.3514564274643317,1188.5948823609822
Italy,2002.0,65538917.0,1270770112.0,22252.215534,ITA,3.21,94.39,13.2,86.35754,87.91874,84.8702,15273.0,57107577.0,24.84,,-95054350.0,1.21,0.89,0.3503847564862888,1147.6396030600283
Italy,2003.0,80845592.0,1574085123.0,27411.06358,ITA,4.43,72.04,13.47,87.89835,90.00104,85.89852,14907.0,57425175.0,24.63,,109476612.0,0.88,1.01,0.3493130855082459,1407.842326993344
Italy,2004.0,97883692.0,1803305334.0,31166.345196,ITA,3.96,87.16,12.86,89.07541,91.7421,86.54383,14883.0,57860661.0,25.02,,234676203.0,0.86,1.07,0.3429511626302363,1691.7140300211918
Italy,2005.0,88279686.0,1857478113.0,31915.499494,ITA,5.06,81.19,12.35,90.12739,92.95164,87.44967,14736.0,58199876.0,22.96,,512361339.00000006,0.78,0.99,0.3383360556237444,1516.8363245310009
Italy,2006.0,92265069.0,1947819927.0,33336.011648,ITA,3.81,68.91,13.08,91.27651,94.25752,88.45076,14203.0,58429903.0,22.349999999999998,,-661112651.0,0.88,1.07,0.3369739603399532,1579.0727737473737
Italy,2007.0,105345578.0,2210179193.0,37601.841997,ITA,3.0,70.36,13.44,91.73488,94.75685,88.87071,14162.0,58778482.0,23.21,,45166006.0,0.78,1.18,0.3289073563667704,1792.247339766277
Italy,2008.0,117268533.0,2398945461.0,40506.149966,ITA,3.13,93.97,13.29,91.9345,94.98796,89.04051,14457.2,59224228.0,18.16,,28857070.0,0.71,1.07,0.3377010232366898,1980.0770218566631
Italy,2009.0,101994410.0,2191109883.0,36786.524051,ITA,3.59,92.95,13.33,92.07156,95.27308,89.03791,13982.4,59562841.0,14.08,,230591949.0,0.71,0.9,0.3383577039072794,1712.3832290001076
Italy,2010.0,97207706.0,2134017842.9999998,35672.524997,ITA,4.16,109.39,12.63,92.01788,95.12484,89.07653,14327.8,59822450.0,14.44,,77465582.0,0.69,0.84,0.3472130832471843,1624.9368924208218
Italy,2011.0,107261840.0,2291991046.0,38183.335201,ITA,3.36,72.51,13.45,92.26507,95.31227,89.38585,13852.6,60025952.0,15.04,,-22798201.0,0.74,0.92,0.3505721451796474,1786.9244289536632
Italy,2012.0,102663021.0,2087077032.0,34674.730091,ITA,4.2,83.73,13.46,90.94754,93.96772,88.09621,13729.0,60190145.0,14.48,,14747390.0,0.56,0.95,0.3515561059221849,1705.6450187983432
Italy,2013.0,101781581.0,2141315327.0,35503.615538,ITA,3.61,99.18,13.15,90.64181,93.50289,87.94626,13630.0,60312599.0,14.64,,52292981.0,0.59,1.03,0.3491184922890656,1687.5674848633203
Italy,2014.0,96775036.0,2159133920.0,35793.004339,ITA,2.15,102.25,13.77,90.2384,93.03623,87.61057,13162.0,60322791.0,14.120000000000001,,-400034541.0,0.58,0.93,0.3465732830402379,1604.286446228922
Italy,2015.0,87430548.0,1835899237.0,30480.004352,ITA,2.89,78.7,13.81,89.79026,92.50714,87.24752,12945.0,60232906.0,14.700000000000001,,-334451348.0,0.45,0.94,0.3539743647773671,1451.5412555389573
Italy,2016.0,85461159.0,1875797464.0,31201.602379,ITA,3.02,88.43,13.58,89.32879,92.22352,86.62892,12812.0,60118626.0,14.65,,448691638.0,0.42,0.86,0.352462496122166,1421.542119076374
Italy,2017.0,86796232.0,1961796197.0,32694.406219,ITA,3.8,70.63,13.56,90.1742,92.33357,88.15851,12826.57,60004032.0,14.65,,408895064.0,0.41,0.98,0.3592800094735345,1446.5066614190193
Italy,2018.0,94970234.0,2091932426.0,34936.913636,ITA,2.92,99.91,13.9,90.7674,92.80426,88.86406,12451.0,59877425.0,14.58,,67956900.0,0.4,1.05,0.3522257062873518,1586.0774574056918
Jamaica,1991.0,1513763.0,4716934.272000001,1955.719064,JAM,0.0,69.79,25.52,64.25002,,,476.0,2411867.0,10.66,,100000.0,1.85,0.22,0.4408019870973196,627.6312085202045
Jamaica,1999.0,2583932.0,8887058.073,3423.008643,JAM,0.0,100.87,25.13,72.423,,,482.0,2596271.0,8.870000000000001,,100000.0,1.85,0.22,0.4408019870973196,995.2474144648228
Jamaica,2000.0,2582324.0,9005069.387,3447.305777,JAM,0.0,76.25,25.14,69.80149,71.14263,68.47517,479.0,2612205.0,8.57,,100000.0,1.85,0.22,0.4549212001097464,988.5610049747245
Jamaica,2001.0,2600128.0,9194725.544000002,3502.212247,JAM,0.0,83.56,25.45,74.40889,71.74863,77.03848,479.0,2625405.0,7.9399999999999995,,100000.0,1.85,0.23,0.4690404131221732,990.372152106056
Jamaica,2002.0,2454636.0,9719001.964,3683.890483,JAM,0.0,98.54,25.66,75.30112,78.34696,72.31559,474.0,2638244.0,4.84,,100000.0,1.91,0.23,0.4831596261346,930.4052240808659
Jamaica,2003.0,2409778.0,9430240.115,3557.202592,JAM,0.0,89.87,25.73,70.44899,,,474.0,2651027.0,5.71,,100000.0,1.52,0.23,0.46886718489844226,908.9979091122044
Jamaica,2004.0,2531784.0,10174661.93,3819.283133,JAM,0.0,89.81,25.58,78.31052,,,472.0,2664024.0,6.1899999999999995,,100000.0,2.03,0.24,0.4545747436622845,950.3608075602923
Jamaica,2015.0,2984623.0,14197703.110000001,5080.687976,JAM,0.0,65.5,26.23,76.65617,83.21021,70.37304,417.0,2794445.0,1.62,,100000.0,2.64,1.34,0.4545747436622845,1068.0557319968725
Jordan,1991.0,1128716.0,4324228.216,1179.427499,JOR,0.89,10.34,18.59,71.04376,72.44773,69.7831,1010.4,3666379.0,5.569999999999999,180535966.0,1029687.0,1.19,0.33,0.4336262424131006,307.85578904963177
Jordan,1992.0,1048465.0,5485097.767,1418.478938,JOR,2.23,8.23,17.38,71.66253,73.77239,69.75252,1120.7,3866887.0,4.06,180535966.0,1029687.0,1.19,0.33,0.4336262424131006,271.13929111453217
Jordan,1993.0,842686.0,5780804.750999999,1418.338217,JOR,1.54,6.57,18.62,70.90324,73.03158,68.96274,1090.0,4075759.0,4.0,180535966.0,144331.0,1.19,0.33,0.4208102265306006,206.75560061328454
Jordan,1994.0,1050116.0,6431398.5540000005,1503.307388,JOR,0.39,10.29,18.98,69.84857,71.65676,68.18933,1072.0,4278166.0,3.2700000000000005,180535966.0,286220.0,1.19,0.33,0.40799421064810054,245.45938610142755
Jordan,1996.0,870142.0,7144320.786,1550.189422,JOR,0.14,7.74,19.42,70.39756,71.40981,69.45633,1051.0,4608676.0,4.15,180535966.0,7966577.0,1.19,0.33,0.39517819476560045,188.8052013202924
Jordan,2000.0,963754.0,8724775.003999999,1725.568583,JOR,0.81,5.91,18.99,72.57672,74.07709,71.17226,1069.0,5056174.0,4.08,180535966.0,352560.0,1.19,0.33,0.3823621788831004,190.60934216267083
Jordan,2002.0,1209922.0,9881578.278,1873.096074,JOR,0.46,8.96,19.14,74.68976,75.67189,73.76822,1025.0,5275532.0,5.71,145134026.0,3165985.0,1.19,0.4,0.3695461630006004,229.34596927854858
Jordan,2003.0,1182060.0,10513493.6,1948.344263,JOR,0.16,8.51,19.18,76.07919,77.4856,74.75827,1005.0,5396117.0,5.73,139351199.0,1057679.0,1.05,0.49,0.3618002561588807,219.05751858234356
Jordan,2004.0,1420755.0,11767461.38,2126.999577,JOR,0.59,5.72,19.15,77.02627,78.38901,75.74518,1037.0,5532423.0,1.75,160225670.0,1057679.0,2.55,0.6,0.35405434931716095,256.80520090383544
Jordan,2005.0,1464795.0,12981608.99,2286.084576,JOR,0.78,5.29,19.03,76.48577,77.65313,75.38659,1013.0,5678534.0,2.94,156417489.0,1057679.0,1.95,0.57,0.34630844247544124,257.95302097337094
Jordan,2006.0,1686496.0,15526920.24,2555.641111,JOR,1.15,5.96,18.97,76.01221,77.74646,74.37501,1018.0,6075548.0,1.7499999999999998,198730606.0,1057679.0,1.92,0.57,0.3385625356337215,277.5874702989755
Jordan,2007.0,1986133.0,17644679.0,2725.696486,JOR,0.89,5.46,19.29,75.43622,76.96984,73.98223,963.3,6473457.0,2.0100000000000002,220310369.0,1057679.0,1.48,0.76,0.3321485192490679,306.8118008662141
Jordan,2008.0,2381457.0,22658730.360000003,3416.126068,JOR,1.41,4.82,19.42,75.5244,76.74686,74.35955,972.5,6632873.0,2.31,295913623.0,1057679.0,0.91,0.86,0.3257345028644143,359.0385342822032
Jordan,2010.0,2830926.0,27133804.25,3914.701235,JOR,0.13,6.83,21.3,69.61616,70.5071,68.75844,1002.3,6931258.0,3.3499999999999996,298309859.0,1057679.0,0.82,1.29,0.336557303109807,408.42888837783846
Jordan,2011.0,2933808.0,29524149.16,4152.493982,JOR,0.55,5.44,18.92,67.56857,68.43611,66.72975,1002.6,7109980.0,3.25,322816901.0,1057679.0,0.75,1.21,0.336557303109807,412.63238433863387
Jordan,2012.0,2872662.0,31634561.669999998,4386.461816,JOR,0.68,6.19,19.84,66.67983,67.36308,66.0164,1044.9,7211863.0,3.26,359014085.0,1057679.0,0.7,1.14,0.336557303109807,398.32453833357624
Jordan,2017.0,4801018.0,41408450.7,4053.53953,JOR,0.78,4.4,20.13,61.52979,62.10469,60.96643,1007.0,10215381.0,2.45,475211268.0,1057679.0,0.72,1.55,0.336557303109807,469.9793380197959
Jordan,2018.0,4866867.0,42932394.370000005,4104.488382,JOR,0.04,10.23,20.52,62.77329,63.58869,61.97454,1021.8,10459865.0,2.1799999999999997,474225352.0,1057679.0,0.76,1.5,0.336557303109807,465.2896571800879
Kazakhstan,1994.0,9446786.0,21940937.83,1310.129575,KAZ,13.65,30.23,5.83,82.78004,,,221651.0,16747151.000000002,7.23,1778901293.0,270334.0,3.91,0.04,0.3024386524999382,564.0831685341584
Kazakhstan,1999.0,4183140.0,16870817.13,1105.829519,KAZ,13.3,30.03,7.22,77.90774,79.23967,76.62,215075.3,15256255.0,2.25,1778901293.0,270334.0,3.91,0.04,0.3024386524999382,274.19179870813645
Kazakhstan,2000.0,4530654.0,18291990.62,1200.557028,KAZ,14.22,29.89,7.0,79.34745,81.2984,77.46414,215393.3,15236253.0,2.43,1778901293.0,3790000.0,3.91,0.04,0.3024386524999382,297.3601186590955
Kazakhstan,2006.0,9599821.0,81003864.92,5119.456173,KAZ,12.76,27.37,7.42,90.3789,93.09917,87.7354,211876.5,15822748.0,2.6199999999999997,1778901293.0,37556000.0,3.91,0.04,0.3024386524999382,606.7100986503735
Kazakhstan,2010.0,13533914.0,148047348.20000002,8903.584285,KAZ,12.85,24.48,7.29,86.57347,88.26092,84.92039,217161.8,16627837.0,3.5300000000000002,1778901293.0,5957000.0,3.88,0.03,0.2795451175206349,813.9311204457922
Kazakhstan,2011.0,26773219.0,192626464.2,11421.726191,KAZ,13.37,25.56,6.3,88.37326,90.035,86.74867,216988.5,16864917.0,5.1899999999999995,2042015403.0,5086000.0,4.2,0.04,0.2798384378555344,1587.5096805990802
Kazakhstan,2012.0,18571893.0,207998568.9,12161.622106,KAZ,13.04,22.95,6.71,90.54785,92.5779,88.57373,217012.1,17102864.0,7.58,1927034957.0,18132000.0,4.03,0.04,0.2816882177105738,1085.8937427088235
Kazakhstan,2013.0,23870514.0,236634603.89999998,13642.237981,KAZ,12.26,29.74,8.21,91.08271,93.35529,88.88442,216994.1,17345732.0,4.89,2456820136.0,250770.0,3.3,0.04,0.27065428043571,1376.1606601554781
Kazakhstan,2014.0,20704352.0,221415614.0,12585.940393,KAZ,14.07,25.08,6.32,91.94296,94.25678,89.71527,216799.4,17592298.0,6.62,2695330843.0,-2341790.0,4.07,0.05,0.2701585979856632,1176.8986632673002
Kazakhstan,2015.0,19701776.0,184388404.4,10338.043573,KAZ,13.45,30.78,7.86,92.93345,95.43293,90.53709,216259.7,17835909.0,7.13,3106902567.0,71487350.0,4.32,0.05,0.2680366741835814,1104.6129468366316
Kazakhstan,2016.0,14256542.0,137278320.10000002,7593.435166,KAZ,12.81,34.83,7.72,94.58708,96.62058,92.6447,216242.1,18078553.0,6.3,1992510241.0,50166730.0,4.57,0.05,0.2722532512349164,788.5886663606318
Kazakhstan,2017.0,15480580.0,166805789.0,9107.697681,KAZ,13.47,24.97,7.61,97.28211,99.5815,95.0928,216213.7,18314814.0,8.64,2132549720.9999998,23490210.0,4.35,0.04,0.274502759394129,845.2490972608294
Kazakhstan,2018.0,16223243.0,179339977.5,9674.129882,KAZ,13.77,26.82,6.36,99.15198,101.32288,97.09007,216036.1,18538099.0,6.51,1420597831.0,12778520.0,4.25,0.04,0.277928745774732,875.1298069990887
Kazakhstan,2019.0,20388074.0,181667185.0,9686.716745,KAZ,12.96,26.12,7.82,101.29696,103.58663,99.12619,213974.3,18754258.0,4.57,666437080.0,15450190.0,5.13,0.04,0.277928745774732,1087.1170696276013
Kenya,2000.0,8639603.0,15846155.14,513.624968,KEN,0.0,40.35,25.17,51.62727,50.62865,52.62344,26671.0,30851606.0,4.73,,9656286.0,4.82,0.12,0.4645292489488811,280.0373828189042
Kenya,2001.0,9429270.0,16323060.12,513.298241,KEN,0.0,57.9,25.04,52.15734,50.9245,53.38796,26839.0,31800343.0,4.720000000000001,,9656286.0,4.82,0.1,0.4645292489488811,296.5147262719776
Kenya,2002.0,9278802.0,16533567.24,504.382444,KEN,0.0,59.99,25.11,50.2554,48.58141,51.92713,26818.0,32779822.999999996,4.24,,9656286.0,4.99,0.08,0.4645292489488811,283.0644326541971
Kenya,2004.0,11127609.0,20235248.87,581.609113,KEN,0.0,56.07,25.3,56.84986,54.69903,58.99857,26992.0,34791836.0,4.1899999999999995,,9656286.0,4.22,0.08,0.4645292489488811,319.8339116107584
Kenya,2005.0,14505321.0,23559284.29,657.2909,KEN,0.0,45.14,25.63,56.81142,55.17892,58.44237,27002.0,35843010.0,5.04,,9656286.0,3.87,0.08,0.4645292489488811,404.690370591086
Kenya,2007.0,18067485.0,35011388.09,920.461094,KEN,0.0,56.63,25.39,60.22957,58.2845,62.17183,27070.0,38036793.0,5.079999999999999,,9656286.0,3.42,0.1,0.4645292489488811,475.00021886703223
Kenya,2009.0,20401935.0,40557887.150000006,1004.792415,KEN,0.0,41.68,25.77,63.33514,61.4686,65.19697,27285.0,40364444.0,4.6499999999999995,,417269754.0,3.91,0.12,0.4645292489488811,505.4432311764284
Kuwait,2014.0,1106344.0,162656226.1,43241.418004,KWT,0.0,10.26,26.6,85.27207,91.79878,79.25317,152.1,3761584.0,1.9700000000000002,,,0.68,0.76,,294.11652112514304
Kuwait,2015.0,618499.0,114584570.30000001,29314.940967,KWT,0.0,10.2,26.89,88.11029,95.8095,81.10965,149.4,3908743.0,2.38,,,0.56,0.89,,158.23475731200543
Latvia,1992.0,4401634.0,5900719.067,2215.913755,LVA,10.45,56.91,6.96,72.92815,74.52622,71.40286,2530.0,2662883.0,63.09,,-1154163.0,2.79,0.0,0.2699313110390889,1652.9580909112417
Latvia,1993.0,2431486.0,5142430.838,1948.710551,LVA,11.51,65.75,5.78,69.91615,,,2514.0,2638889.0,36.11,,-1154163.0,2.79,0.0,0.2699313110390889,921.4051822566239
Latvia,1994.0,1474714.0,5286169.287,2028.107646,LVA,10.57,64.98,6.1,68.43641,,,2540.0,2606454.0,36.56,,-1154163.0,2.79,0.0,0.2898531005415941,565.793219446804
Latvia,1995.0,1301933.0,5407521.619,2103.970397,LVA,11.1,61.41,6.63,68.5092,,,1832.0,2570151.0,8.56,,-1154163.0,2.79,0.0,0.3097748900440993,506.5589531510016
Latvia,1996.0,1370318.0,5974893.151000001,2357.622933,LVA,12.41,51.37,5.08,70.43437,,,1874.0,2534287.0,9.86,,-1154163.0,2.79,0.0,0.3164186518258813,540.7114505973475
Latvia,1997.0,1059551.0,6528163.773999999,2612.436926,LVA,12.05,66.08,6.32,73.1495,76.11739,70.279,1772.0,2498879.0,14.04,,-1154163.0,2.79,0.0,0.3439259175133339,424.01052632000193
Latvia,1998.0,890378.0,7166640.733,2910.503612,LVA,10.54,75.34,6.07,78.17555,81.20911,75.24321,1749.0,2462337.0,19.98,,-1154163.0,2.79,0.0,0.3326485296390685,361.59875760304135
Latvia,1999.0,793551.0,7533632.914,3104.922954,LVA,10.1,58.81,7.21,81.45287,85.72046,77.34631,1617.0,2426351.0,22.46,,-1154163.0,2.79,0.0,0.3372144815634415,327.05531887183673
Latvia,2000.0,753944.0,7959113.349,3326.651431,LVA,8.05,59.04,7.55,84.40535,89.59918,79.4185,1588.0,2392530.0,21.02,,-1154163.0,2.79,0.0,0.3417804334878145,315.124157272845
