Country Name,Country Code,Series,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Liechtenstein,LIE,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.6164,92.99781,92.72625,92.95348,92.98586,94.6468,92.48826,92.53607,95.95568,94.04597,..,96.93269,96.47927,96.98536,95.0453,94.15881,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.43943,..,..,76.15661,75.23117,74.11748,71.55616,69.51073,69.12079,70.70194,73.40295,76.57859,79.89841,83.39972,86.58392,89.78806,92.59661,95.42168,95.99276,97.89789,99.737,99.27073,99.43112,99.93176,99.5462,99.69963,98.29098,97.31808,96.15957,96.35043,97.50499,99.43304,99.77479,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.81308,..,72.69195,75.47239,78.53793,82.37196,86.04582,89.48653,93.0458,96.07587,99.20981,100.76768,103.27459,105.25783,104.97745,105.38719,105.85443,105.22003,105.01332,103.12182,101.79277,100.42325,100.34772,100.80421,102.86718,103.27627,..,..,..,..,..
Lithuania,LTU,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.21898,..,68.77445,71.39681,74.67811,77.50023,80.84051,83.78453,86.6572,89.24019,91.76845,91.40559,92.73609,94.43418,93.787,93.72053,94.25653,94.11785,94.64027,93.70289,93.07625,92.12058,92.56112,94.36011,96.17123,96.45163,..,..,..,..,..
Low & middle income,LMY,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.08856,57.85739,58.27476,58.89446,59.26918,59.76554,60.72152,61.75039,62.19763,62.76793,63.80182,64.76082,65.30436,66.35997,67.71128,68.9385,69.86661,70.76184,71.209,72.12041,72.18812,71.78241,72.27245,..,..,..,..
Low & middle income,LMY,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.52983,54.49972,55.15451,55.86117,56.33008,56.9719,58.51205,59.57263,60.22249,60.97355,62.16452,63.4019,64.20251,65.25519,66.70213,68.19058,69.73774,70.79422,71.28922,72.49025,72.50542,71.69525,72.3034,..,..,..,..
Low & middle income,LMY,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.47983,61.05471,61.24364,61.77718,62.06094,62.41606,62.81454,63.81012,64.06359,64.46158,65.34483,66.03995,66.34033,67.39743,68.65788,69.63897,69.98718,70.73157,71.13407,71.77524,71.89199,71.86375,72.24356,..,..,..,..
Low income,LIC,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.56045,39.5286,39.40973,40.59849,42.24269,44.62529,46.49169,48.15674,49.75579,51.4982,52.80728,55.14174,55.86419,56.46025,56.93474,57.93531,57.65901,58.34506,57.8857,58.17532,58.5046,58.89067,..,..,..,..,..
Low income,LIC,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.50278,33.39414,33.66503,34.90057,36.46561,38.75113,40.65579,41.96226,44.1374,46.04121,47.40721,49.88859,50.88648,51.68618,52.38325,53.57874,53.50151,54.22914,54.13301,54.47163,54.8295,55.14838,..,..,..,..,..
Low income,LIC,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.54247,45.58994,45.08918,46.23301,47.95611,50.43459,52.26109,54.27749,55.305,56.88681,58.13741,60.32523,60.77375,61.16581,61.41759,62.22386,61.74953,62.39203,61.57395,61.81383,62.11381,62.56474,..,..,..,..,..
Lower middle income,LMC,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.93666,51.88466,52.00356,53.04348,53.19164,54.02993,55.9445,56.89566,57.8615,58.53379,59.64548,60.58386,60.83605,62.26246,63.97895,65.36704,65.94056,66.72272,67.08854,68.41271,67.9601,66.49331,66.70755,..,..,..,..
Lower middle income,LMC,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.86148,47.12191,47.51284,48.60333,48.98691,50.0749,53.17471,54.07417,55.23969,56.10601,57.35252,58.71406,59.34588,60.80903,62.62237,64.39062,66.08309,67.03838,67.45528,69.20357,68.70761,66.41417,66.7859,..,..,..,..
Lower middle income,LMC,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.71323,56.36349,56.22302,57.21133,57.13449,57.73561,58.53739,59.53476,60.31193,60.80095,61.78574,62.32804,62.22479,63.61578,65.24123,66.27498,65.80808,66.42933,66.74767,67.67756,67.26493,66.56694,66.63463,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,57.84437,56.97149,55.80529,56.06448,54.78827,54.78203,54.65859,54.58895,53.98222,52.51187,55.73091,55.94619,55.94194,55.64748,..,55.41085,55.01308,..,..,..,..,..,..,63.36052,64.62448,67.3508,68.49456,70.49349,75.03341,75.35074,75.90274,76.39275,76.24016,..,..,76.43148,..,75.78183,..,78.15837,..,77.4124,..,..,77.34965,78.05821,77.78861,77.84942,..,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,57.22135,56.37789,55.46655,55.75342,54.67538,54.47726,54.60259,54.14038,53.54556,52.36787,51.31211,54.56238,53.90048,53.64139,..,54.45878,54.31837,..,..,..,..,..,..,..,..,..,..,..,..,..,76.54343,..,76.81231,..,..,77.02536,..,75.79841,..,78.48381,..,77.96115,..,..,78.10902,78.74882,78.311,78.15447,..,..,..,..,..
Luxembourg,LUX,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,58.44351,57.54274,56.13147,56.36432,54.89727,55.07701,54.71294,55.02528,54.40764,52.6523,60.0404,57.2951,57.93106,57.60099,..,56.33352,55.68339,..,..,..,..,..,..,..,..,..,..,..,..,..,75.28874,..,75.69352,..,..,75.86552,..,75.76595,..,77.84769,..,76.89226,..,..,76.63162,77.4045,77.29375,77.56024,..,..,..,..,..
"Macao SAR, China",MAC,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.38125,..,71.41667,73.32332,..,..,..,..,..,77.34266,78.32467,83.16282,86.21277,87.62644,84.16288,79.87976,77.27653,76.13351,73.65002,74.48237,75.1618,77.46369,74.67329,77.91311,81.77918,85.67646,90.77095,94.14594,96.75423,100.78933,..,..,..,..
"Macao SAR, China",MAC,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.11807,..,67.53219,69.77638,..,..,..,..,..,73.9846,75.5021,79.18248,79.34634,79.51214,77.36362,73.90102,72.47182,72.43875,70.82055,72.27119,73.49605,76.08593,75.8,79.86619,84.55152,89.22688,95.22914,98.68349,102.04312,106.28216,..,..,..,..
"Macao SAR, China",MAC,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.10419,..,75.54557,77.07478,..,..,..,..,..,80.82575,81.23576,87.21532,93.17443,95.88239,91.1394,86.06817,82.2799,79.95394,76.55398,76.73486,76.84669,78.84772,73.55359,75.9961,79.09124,82.27292,86.53409,89.84929,91.75722,95.61026,..,..,..,..
Madagascar,MDG,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,40.19651,41.27875,..,..,..,..,..,..,50.14219,54.75495,..,..,..,57.83595,..,..,..,43.70929,43.03415,41.43061,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.79551,60.77351,61.88296,63.30212,66.18318,..,65.7314,66.09618,..,66.06649,66.44589,64.93595,..,63.43415,..,..,..,..,..
Madagascar,MDG,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,36.28922,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.70215,40.35471,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.39056,59.39985,60.71992,62.10916,65.06745,..,64.7067,65.21057,..,65.59913,66.09312,64.6796,..,63.5811,..,..,..,..,..
Madagascar,MDG,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,44.151,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.36417,42.50437,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.20036,62.14758,63.04661,64.49605,67.29968,..,66.75612,66.98129,..,66.53289,66.79764,65.19131,..,63.28811,..,..,..,..,..
Malawi,MWI,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,26.1186,28.23896,31.1074,31.53603,31.50438,30.96372,31.26761,33.45543,33.74829,35.74923,34.17131,32.27544,32.88796,32.71627,33.44259,32.95351,35.35359,37.56563,38.81069,46.30067,48.58042,51.03752,75.38855,74.43653,..,..,72.23831,71.02226,72.87708,70.86883,..,66.54366,65.30968,65.50434,63.87693,..,..,69.67299,70.6338,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.46746,27.90486,29.96564,28.9551,27.37938,28.07282,28.36656,29.32315,29.19554,31.40538,33.49618,34.86327,..,45.50115,48.68109,70.30899,69.36974,..,..,67.94714,67.53503,..,67.55588,..,65.18992,63.96318,64.51739,62.82765,..,..,69.02663,70.18774,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.29416,39.45037,41.39706,39.26914,37.06629,37.60819,36.99262,37.51087,36.67874,39.27756,41.61496,42.75194,..,51.66886,53.40703,80.51386,79.55509,..,..,76.58412,74.55596,..,74.2302,..,67.91688,66.67485,66.50445,64.93964,..,..,70.32676,71.08438,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.42709,56.99846,..,57.4399,58.78927,59.54309,60.11573,..,62.41684,62.16693,61.77449,61.20856,62.03042,63.00545,62.87437,63.19964,63.5144,..,..,70.92145,71.30139,72.86563,72.71301,72.73969,75.69815,76.83351,75.06347,71.80948,72.46998,72.95014,73.61643,74.62153,73.77776,75.31643,76.3334,77.44815,78.83182,79.35726,78.65896,..,..,..,..,..,..
Malaysia,MYS,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.76465,..,56.88054,58.32254,59.29158,59.97767,..,..,62.00131,61.7238,..,..,..,..,..,..,..,..,71.82186,71.80583,74.05179,74.27961,74.70972,78.69353,79.49806,77.22568,74.06375,74.71513,75.41858,75.85147,76.83488,76.36494,77.83439,79.25278,80.6191,82.14715,81.80154,80.83871,..,..,..,..,..,..
Malaysia,MYS,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.18917,..,57.976,59.23557,59.78309,60.24717,..,..,62.32584,61.82319,..,..,..,..,..,..,..,..,70.05482,70.81585,71.72521,71.21072,70.85442,72.83651,74.29164,73.00349,69.6706,70.34525,70.61688,71.50376,72.52766,71.3342,72.93996,73.578,74.45468,75.70187,77.05057,76.60304,..,..,..,..,..,..
Maldives,MDV,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.07116,73.22456,75.04547,74.54644,71.62024,71.95947,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.62441,72.8931,74.93688,74.70438,72.50599,72.88789,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.51138,73.54949,75.15101,74.39474,70.7794,71.08713,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,11.06329,..,..,12.30198,12.49941,13.05108,13.70463,14.45741,14.99488,14.92081,..,13.88055,13.56624,13.23931,12.7576,..,12.19844,..,14.11649,14.17847,14.54958,15.68368,17.20653,..,20.36765,21.98377,24.43627,26.40386,28.86891,30.42126,..,..,..,..,..,..,..,47.07614,48.97972,50.36901,51.33061,..,48.70859,49.9118,48.52561,49.3552,50.3006,..,..,..,..,..,..
Mali,MLI,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,7.521,..,..,..,..,8.90715,..,9.92941,10.37376,10.27351,..,9.70828,9.48964,..,..,..,8.77352,..,10.34484,10.32056,10.61281,11.27414,12.71298,..,15.81806,16.94572,18.72837,20.88548,23.16868,24.96581,..,..,..,..,..,..,..,40.95429,42.78183,44.49421,45.74726,..,..,44.96523,44.43344,44.57614,46.25763,..,..,..,..,..,..
Mali,MLI,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,14.5218,..,..,..,..,17.08498,..,18.87215,19.50232,19.4537,..,17.95017,17.5417,..,..,..,15.54436,..,17.81422,17.96194,18.40578,20.00603,21.60872,..,24.81132,26.89752,30.00105,31.78279,34.42485,35.73843,..,..,..,..,..,..,..,53.04501,55.02117,56.09491,56.77312,..,..,54.73752,52.51648,54.0125,54.23899,..,..,..,..,..,..
Malta,MLT,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,57.85363,60.56013,59.7735,59.56738,62.76902,64.52589,64.90587,64.78169,63.78191,63.86992,62.3877,63.60699,64.27548,66.18825,67.83573,68.63943,68.55779,69.45345,70.84318,73.07468,73.59262,73.95132,74.46889,74.60572,74.95584,74.69543,75.09631,76.86504,76.319,75.98448,77.13895,76.74351,78.66771,81.84342,81.59091,79.51495,80.70363,80.05738,..,84.67368,80.58309,81.34052,82.01115,82.94759,84.9298,86.05921,88.26583,91.84774,..,..,..,..,..
Malta,MLT,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,56.30971,56.49322,55.9234,58.96059,60.75967,60.82853,60.21994,59.21597,60.28393,58.56062,60.30309,61.0092,63.28516,65.60673,66.74158,66.8139,67.83831,69.1362,71.06173,71.5389,71.9406,72.67435,72.4794,73.20945,75.02766,75.06975,76.84951,75.60779,76.40012,77.07568,77.27785,79.56143,81.17178,81.55023,80.38301,81.3377,81.00007,..,83.52836,82.10851,83.40111,84.33188,85.65058,88.69291,89.31271,91.29563,95.00664,..,..,..,..,..
Malta,MLT,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,64.73337,62.99757,63.15789,66.53116,68.25372,68.93927,69.28918,68.285,67.39573,66.13419,66.80735,67.40894,68.94967,69.9423,70.42652,70.19892,70.97445,72.45316,74.97561,75.53359,75.85182,76.16474,76.61332,76.60248,74.38267,75.1213,76.87964,76.98766,75.59348,77.19855,76.23946,77.82301,82.47941,81.62949,78.69143,80.10187,79.16084,..,85.76783,79.12643,79.38668,79.82466,80.41268,81.41132,83.02244,85.43384,88.8897,..,..,..,..,..
Marshall Islands,MHL,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.03739,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.25999,..,..,..,..
Marshall Islands,MHL,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.62403,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.07868,..,..,..,..
Marshall Islands,MHL,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.43236,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.48079,..,..,..,..
Mauritania,MRT,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.94042,25.9703,26.34173,25.84392,24.46468,25.24468,27.41711,30.73622,33.41497,35.13983,36.75472,38.31402,39.48254,40.75108,..,41.43089,41.98804,43.24854,46.06672,46.02366,47.2909,..,43.72254,46.3,46.95401,47.31098,49.38625,50.66323,..,53.47136,50.97449,50.847,53.78227,55.20135,..,..,..,..
Mauritania,MRT,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.25838,19.90519,19.11225,20.24827,22.60222,25.97418,28.81622,30.52268,32.18833,34.47461,36.85742,38.47445,..,39.21452,40.35132,42.05763,45.22698,45.72982,46.65553,..,43.64289,46.11466,46.74355,47.12507,48.99451,50.70416,..,53.57096,51.51842,51.69991,54.65119,56.47283,..,..,..,..
Mauritania,MRT,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.28756,31.64582,29.69188,30.12359,32.12253,35.39303,37.9133,39.65417,41.21375,42.06031,42.04085,42.96651,..,43.5822,43.57581,44.40341,46.8809,46.30851,47.90684,..,43.79981,46.4798,47.15821,47.4914,49.76656,50.62347,..,53.37458,50.44588,50.01784,52.93741,53.96501,..,..,..,..
Mauritius,MUS,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,51.98179,53.27477,53.50461,53.68499,53.58768,53.46765,55.38201,55.08353,53.29913,52.45746,53.53659,53.42863,53.86669,52.4045,53.45162,54.27283,54.90397,55.05316,55.89308,56.64131,..,..,..,..,..,61.63175,62.87493,..,66.41088,67.13575,68.99755,69.65365,71.5755,72.9432,75.60439,76.07426,76.60724,77.11892,78.15764,78.10174,78.83996,81.55597,81.02341,83.75823,82.31938,82.65284,82.42703,..,..,..,..,..,..
Mauritius,MUS,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,49.7246,50.91318,51.3186,51.5712,51.47438,51.39502,53.48782,53.43589,51.84151,51.43794,52.40581,52.2584,52.78033,51.25722,52.61879,53.46072,54.26263,54.81614,55.70835,56.6132,..,..,..,..,..,..,..,..,65.63407,66.03545,68.89115,69.45398,71.1554,72.45403,75.17901,76.54317,77.58945,78.36303,79.67495,79.82803,81.05916,84.2293,82.94648,85.56806,84.98867,85.39277,86.18487,..,..,..,..,..,..
Mauritius,MUS,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,54.14409,55.5409,55.61158,55.73387,55.64544,55.49698,57.23606,56.69677,54.72902,53.4604,54.65119,54.57777,54.92958,53.52422,54.26324,55.06356,55.52823,55.28384,56.07286,56.66868,..,..,..,..,..,..,..,..,67.17412,68.21754,69.10217,69.84956,71.98684,73.42149,76.01987,75.61631,75.64834,75.90536,76.67934,76.42119,76.68058,78.95605,79.15439,82.00027,79.72753,79.99564,78.78668,..,..,..,..,..,..
Mayotte,MYT,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,53.06376,54.45986,..,58.40823,59.03569,60.92741,63.26115,64.31828,68.02302,70.00122,71.85932,73.34346,73.81599,74.00417,..,72.17687,71.11063,69.97447,68.90499,67.38856,66.05101,..,65.53221,65.92807,66.7426,67.60623,68.39071,69.75061,70.80745,72.13506,72.90183,74.05777,75.57627,76.08388,76.33756,76.91844,77.49764,78.33831,78.55148,79.0843,79.44295,80.34091,80.94792,81.92597,82.77963,85.13853,86.21701,86.62079,..,..,..,..,..
Mexico,MEX,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,49.13686,50.01865,..,..,..,..,59.44731,60.45588,..,66.7091,68.82122,70.21787,70.1562,70.45346,..,..,..,..,..,..,..,..,63.54322,63.91219,64.81095,65.58779,66.43615,68.03837,69.4132,71.0648,72.15048,73.58803,75.46546,75.84405,76.07157,76.71306,77.44816,78.50313,78.92639,79.52197,79.91901,80.87567,81.41323,82.52195,83.64654,86.36878,87.62819,88.40018,..,..,..,..,..
Mexico,MEX,"Gross enrolment ratio, primary to tertiary, male (%)",UIS.GER.1T6.M,..,..,..,..,..,..,..,..,..,..,..,56.93423,58.84135,..,..,..,..,67.0268,68.12843,..,73.24578,74.85546,76.43735,77.45401,77.54821,..,..,..,..,..,..,..,..,67.52805,67.95545,68.68776,69.63934,70.35719,71.47018,72.20457,73.20508,73.65128,74.52616,75.68682,76.32341,76.60344,77.12378,77.54699,78.1744,78.18007,78.65247,78.9751,79.81681,80.49298,81.34445,81.93523,83.94215,84.84668,84.8955,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary to tertiary, both sexes (%)",SE.TOT.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.2808,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary to tertiary, female (%)",UIS.GER.1T6.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
